2020-02-07,Sanders,"Well, for a start, what the studies show, if we do what Joe wants, weíll be spending some $50 trillion on healthcare over the next 10 years. Thatís the status quo, Joe. Thatís what Health and Human Services says. [crosstalk 00:15:15] And what we have got to do Joe, and what we have got to do is understand, simple question, Joe, we are spending twice as much per capita on healthcare as do the people of any other country. Maybe it has something to do with the fact that the healthcare industry last year made $100 billion in profit. Maybe it has something to do with the fact that we are wasting $500 billion a year trying to administer thousands and thousands of different plans. What Medicare for All will do is save the average American substantial sums of money. Substantial, be much less expensive than your plan. And we will expand Medicare to include dental care, eyeglasses, hearing aides and home health care as well."
2020-02-07,Biden,30 second-
2020-02-07,Biden,"30 second response. My proposal gives you a choice. Youíre going to be covered. You have Medicare if you want it, you turn [inaudible 00:16:16] weíre going to restore all the cuts that they made in Obamacare. Weíre going to reduce drug prices, reduce prescription prices, reduce copays, et cetera. And it cost a lot of money, it costs $750 billion over 10 years. I tell you how Iím going to pay for it. Iím going to raise the capital gains rates, you pay capital gains and what your tax rate is. Thatíll pay for it, thatís $800 billion. But hereís the deal, the fact is that itís going to cost Ö Bernieís plan costs double, double what the taxpayers are paying for every single program we spend on in the United States of America."
2020-02-07,Klobuchar,"I keep listening to this same debate, and it is not real. It is not real, Bernie, because two thirds of the Democrats in the Senate are not on your bill and because it would kick 149 million Americans off their current health insurance in four years. And let me say what else, Elizabeth wants to do it in two years. And Pete, while you have a different plan now you sent out a tweet just a few years ago that said, henceforth, forewith, indubitably, affirmatively, you are for Medicare for All for the ages. And so I would like to point out that what leadership is about is taking a position, looking at things and sticking with them. I have long believed that the way that we expand healthcare to more people and bring down premiums is by building on the Affordable Care Act, with a nonprofit public option. That is the best way to do it."
2020-02-07,Klobuchar,"And practically look at this, the Affordable Care Act is now nearly 10 points more popular than the President of United States. So why would we talk about blowing it up? What we need to do is build on it. Mental health care, addiction, longterm care, those are the things that would make it better for everyone."
2020-02-07,Warren,"So I think we need to think about healthcare a little differently and that is, 36 million Americans last year couldnít afford to have a prescription filled and that includes people with health insurance. I want everyone in here to think about what that means. They were worried enough or sick enough that they went to a doctor, a doctor looked at it and says thatís serious enough to write a prescription. They walked out and then said, itís either that or groceries. Itís that or pay them rent on time. We have got to change our healthcare system. The way [no audio or video 00:18:34] Help to the most people as quickly as we can. How about we start with what a president can do, I love saying this, all by herself. On day one, I will defend the Affordable Care Act and I will use march in orders to reduce the cost of commonly used prescription drugs like insulin and HIV, AIDS, drugs and EpiPens."
2020-02-07,Warren,"We can start making healthcare better for Americans from the beginning, but we have to agree to do that. We are the Democrats, we are on the side of expanding healthcare. When we come up against Donald Trump, the team that has been trying to take away healthcare from millions of people, whatís going to matter most is we are the people on the side of those who need healthcare across this country. Thatís who Democrats are."
2020-02-07,Buttigieg,"Sure. Well, first of all, just to be clear, the truth is that I have been consistent throughout in my position on delivering healthcare for every American. And as to experience, I just bring a different perspective. Look, I freely admit that if youíre looking for the person with the most years of Washington establishment experience under their belt, youíve got your candidate, and of course itís not me. The perspective Iím bringing is that of somebody whose life has been shaped by the decisions that are made in those big white buildings in Washington, D.C. Somebody who has guided a community written off as dying just a decade ago through historic transformation. Somebody who knows what it means to be sent to war on orders that come out of the Situation Room. We need a perspective right now that will finally allow us to leave the politics of the past in the past. Turn the page and bring change to Washington before itís too late."
2020-02-07,Biden,"The politics of the past I think were not all that bad. I wrote the Violence Against Women Act. I managed the $900 billion Recovery Act, which in fact put millions and millions of dollars into his city before he came and helped save his city. I was able to do it, I was able to pass the chemical weapons ban, arms control. And I was the first major leader holding public office to call for same sex marriage. So I donít know what about the past of Barack Obama and Joe Biden was so bad. What happened? What is it that he wants to do away with? We were just beginning."
2020-02-07,Biden,"Ö Happened, what is it that he wants to do away with? We were just beginning. It was just the beginning of what will be the future of moving this country beyond where it is now in significant ways, and thereís ways to do that, and one of the ways to do that is to make sure you have someone who knows how to get things done, and can lead the free world at the same time."
2020-02-07,Buttigieg,"Those achievements were phenomenally important, because they met the moment, but now we have to meet this moment. And this moment is different. The next president is going to face challenges from global health security, like what weíre seeing coming out of China, to cybersecurity, and election security challenges that were barely thought of a few years ago. And here at home, weíre seeing things like gig work, transform what it means to be a worker in America, in ways that were barely conceived of not that long ago. We cannot solve the problems before us by looking back. We have to be ready to turn the page, and change our politics before itís too late. And Iím seeing everywhere I go, not just fellow Democrats, but a striking number of independents, and, what I like to call future former Republicans ready to join in that historic American majority to turn the page."
2020-02-07,Klobuchar,"I am listening to this about meeting the moment, and my first thought is, Iím a fresh face up here for a presidential debate, and I figure, Pete, that 59, my age, is the new 38 up here. The second thing I think about is this, and that is-"
2020-02-07,Sanders,70 is the new 50.
2020-02-07,Klobuchar,"Okay, there you go. Meeting the moment, meeting the moment, we had a moment the last few weeks, mayor, and that moment was these impeachment hearings. And there was a lot of courage that you saw from only a few people. There was courage from Doug Jones, our friend of Alabama, who took that tough vote. There was courage from Mitt Romney, who took it very, very difficult vote. There was courage, as I read today, about Lieutenant Colonel Vindman being escorted out of the White House, what he did took courage. But what you said, Pete, as you were campaigning through Iowa, as three of us were jurors in that impeachment hearing, you said it was exhausting to watch, and that you wanted to turn the channel and watch cartoons."
2020-02-07,Klobuchar,"It is easy to go after Washington, because thatís a popular thing to do. It is much harder, as I see Senator Shaheen in the front row, such a leader, it is much harder to lead, and much harder to take those difficult positions. Because I think this going after every single thing that people do, because itís popular to say, and makes you look like a cool newcomer. I just, I donít think thatís what people want right now. We have a newcomer in the White House, and look where it got us. I think having some experience is a good thing."
2020-02-07,Sanders,"George, George, can IÖ"
2020-02-07,Yang,"George, can I sayÖ"
2020-02-07,Sanders,"Look, at the end of the day, we got to ask ourselves a very simple question, whether itís healthcare in fact, or anything else. Why are we the only major country on earth that doesnít guarantee healthcare to all people? Pay the highest prices in the world for prescription drugs? Have 87 million people uninsured or under-insured? 30,000 die because they donít get to a doctor on time, and 500,000 people going bankrupt, for what reason? Because they have cancer or heart disease, or Alzheimerís. We got to ask that question, why is it why? Why have we been talking about healthcare in this country for a hundred years, and here is the answer. If you want real change in healthcare, at the end of the day, youíre going to have to take on the insurance companies, and tell them the function of healthcare is healthcare for all, not huge profits for the insurance companies. Youíre going to have to take on the drug companies, and their corruption, and their price fixing, and tell them, ìSorry, weíre not going to pay 10 times more for prescription drugs, than do the people of other country.î But at the end of the day, thereís no way around it. You may want to nibble around the edges, but ultimately, you need to rally the American people to tell the drug companies, to tell Wall Street, to tell the insurance companies, to tell the fossil fuel industry this country belongs to all of us, not a handful of special interests."
2020-02-07,Steyer,"I have heard this conversation on this debate stage from these people now every single debate, and theyíre all right, everybody on this stage is better on economic justice and healthcare than anybody in the Republican party, and a million times better than Donald Trump. That is not the question in front of us today. The question in front of us today is, how are we going to beat Donald Trump? You were in the Clinton campaign in 1992, and the mantra was, ìItís the economy, stupid.î Well, if you look at what Mr. Trump is saying, heís saying those words, ìItís the economy, stupid.î I trust every one of these people a million times more, but weíre going to have to take Mr. Trump down on the economy, because if you listen to him, heís crowing about it every single day, and heís going to beat us unless we can take him down on the economy, stupid. And thatís the issue here. It is not about who has the best healthcare plan. All the healthcare plans are better, a million times better."
2020-02-07,Steyer,"The question is, who can go toe to toe with Mr. Trump? Who can take down Mr. Trump, because heís the real threat to the country? And let me say, you have to have experience to take him down. This is not a question of heís a nice guy whoís going to listen. We need people with experience. Thatís why Iím worried about Mayor Pete. You need to be able to go toe to toe with this guy, and take him down on the debate stage, or weíre going to lose. And thatís actually the issue in front of democratic voters. I have heard this debate so many darn times, and I love all these people, and theyíre all right. If we win, we can get the right thing, Bernie. I am with you. If we win, we can get the right thing, Pete, and Amy, but we got to win, or we are in deep trouble, and we keep not talking about the facts."
2020-02-07,Buttigieg,"Hereís how weíre going to win. Weíre going to force this president to stand on that debate stage, next to somebody who actually lives in a middle class neighborhood, in the industrial Midwest, in the exact kind of community that he pretends to speak for, but turns his back on. Weíre going to put up somebody whoís not afraid to call out things like his disgraceful behavior at the national prayer breakfast, and remind Americans that God does not belong to a political party. Weíre going to win by having somebody up there who can call him to account for his refusal to serve when it was his turn, and remind him what serving this country is really about. If we want to beat this president, weíve got to be ready to move on from the playbook that we have relied on in the past, and unify this country around a new and better vision. Thatís how weíre going to win. And when I talk about exhaustion, this is important, because I got to tell you, the American people, from outside of Washington, we feel a sense of exhaustion watching the division, and the dysfunction there."
2020-02-07,Buttigieg,"And that is not to take anything away from the very good work that you and our other democratic members of Congress, and the Senate are doing. Itís not. But, the reason I raise that sense of exhaustion is I see it. I see that temptation to walk away from it all among so many people that Iíve spoken to in communities from Claremont to Manchester, and in the other states that weíre in. And the important thing for the American people to remember, is this is 2020, itís an election year. And if the Senate was the jury before, you are the jury now. The American people are the jury that will have the final verdict on this president, and on the senators in the GOP who protected him."
2020-02-07,Yang,"Pete, fundamentally, you are missing the lesson of Donald Trumpís victory. Donald Trump is not the cause of all of our problems, and weíre making a mistake when we act like he is."
2020-02-07,Buttigieg,Thatís right.
2020-02-07,Yang,"He is a symptom of a disease that has been building up in our communities for years, and decades. And it is our job to get to the harder work of actually curing the disease. Most Americans feel like the political parties have been playing you lose, I lose, you lose, I lose for years. And you know whoís been losing this entire time? We have. Our communities have. Our communities way of life is disintegrating beneath our feet. Thatís why Iowa, traditional swing state, went to Trump by almost 10 points. Thatís why Ohio, a traditional swing state is now so red, that Iím told weíre not even going to campaign there."
2020-02-07,Yang,"So, these communities are seeing their way of life get blasted into smithereens. Weíve automated away four million manufacturing jobs, and counting. Weíre closing 30% of New Hampshire stores and malls, and Amazon, the force behind that, is literally paying zero in taxes. These are the changes that Americans are seeing and feeling around us every day, and if we get done the hard work of curing those problems, we will not just defeat Donald Trump in the fall, but weíll actually be able to move our communities forward."
2020-02-07,Warren,"Look, I think no one is above the law, and that includes the President of the United States. We watched on Wednesday as Republicans, all but one locked arms to protect him from impeachment, but we need to reestablish the rule of law in this country. I believe in an independent commission, in our justice department that investigates crimes committed by our own government. It is an important part of accountability. It is an important part for every administration, that we hold ourselves accountable to the American people. Look, people around this country are losing faith in our government. Theyíre losing faith that government works for them. They see a government that just works great if youíre rich. It works great if youíre a lobbyist. It works great if youíre a corporate executive, but they see themselves and their children with less and less and less, and we could do something about it."
2020-02-07,Warren,"Itís not enough simply to talk about the future. We have to be willing to stand up to those who now control our government, and make that government instead work for us. We can do child care in this country for every baby. We can invest in our public schools. We can cancel student loan debt for 43 million Americans, but only if we are willing to take control of our government away from the giant corporations and billionaires, return it to the people. This is about our government. This is about our democracy. This is about our future."
2020-02-07,Yang,"There are of course limits, and you have to see what the facts are on the ground after you assume office, but the fact is, if you look around the world, the countries that have thrown past presidents into jail, have generally been developing countries, and unfortunately thatís a pattern that once you establish, is very, very hard to break. Whatís a more American tradition? We move the country forward. We donít focus on the mistakes of the leaders that are leaving office. Most Americans do not care about what a particular individual did, so much as they care about their familyís wellbeing, their community, their town. Thatís where Americans focus wants. They want the American president. They want the present. Of course, the American president, sorry about that. They want the president to be focused on that, and thatís where our attention should be. We should not fall into a pattern that has been disastrous in other countries."
2020-02-07,Sanders,"Along with Elizabeth and Amy, we sat for two weeks listening to the impeachment process, and hereís what I think the horror and the danger of what happened was not only the acquittal of Trump, who in fact committed impeachable offenses, and obstructed Congress. It is the precedent that it set. The precedent that it set. And what that precedent is about now is in the future, youíre going to have presidents who say, ìHey, governor, you want highway money? You better support me, or youíre not going to get it.î Because I am the president, I can do anything I want."
2020-02-07,Sanders,"Hey, Congress, you want to investigate me? Donít be ridiculous. Who cares about the Congress? Who cares about the separation of powers? Who cares about the constitution of the president? Iím the President of the United States. I have all of the power, and Iím able to intimidate members of my own party. The saddest aspect of this whole thing, is you have Republicans in the Senate who knew better. They knew that Donald Trump is a crook. They knew that Donald Trump is a cheat, but they didnít have the guts, with the exception of Romney to vote against him. That is a sad day."
2020-02-07,Steyer,"So, I did start the Need to Impeach movement in October of 2017. And my father was one of the people who prosecuted the Nazi war criminals after World War II. And thatís part of the reason I started it. Because when you see something really wrong in the United States, youíre supposed to stand up against it, and fight against it. And thatís what I was doing. But heís been, the Republicans have rolled over, theyíve had a sham trial, theyíve refused to have witnesses. Theyíve covered up the truth for the American people. And it doesnít matter anymore that heís a crook, and heís always been a crook, and he always will be a crook. Right now, what we have to do is we have to beat him in November, and we have to beat him because heís incompetent, and bad for the American people. And thatís the case we have to make now."
2020-02-07,Steyer,"Is he a crook? I knew that two years ago. Is he going to be more of a crook, now that he believes he can get away with anything? Of course he is. But the job of the people on this stage is to beat him in November, and thatís going to be based on what we can deliver for the American people. The fact that heís incompetent as a president, his economy isnít delivering for working people. The jobs donít pay enough for people to live on. Weíve got to take him down on the economy, and get them out of the White House as soon as possible."
2020-02-07,Buttigieg,"No, and weíre not going to let them change the subject. This is not about Hunter Biden, or vice president Biden, or any Biden. This is about an abuse of power by the president. The vice president and I and all of us are competing. But weíve got to draw a line here. And to be the kind of president, to be the kind of human being who would seek to turn someone against his own son, who would seek to weaponize a son against his own father, is an unbelievably dishonorable thing, that is just one more example of why we as a party have to be completely united in doing whatever it takes at the end of the day to make sure that this president does not get a second term."
2020-02-07,Biden,"I thank my colleague for saying that. It is a diversion, but hereís the deal. Whomever the nominee is, the presidentís going to make up lies about. He thinks he has free reign right now. One of the things that I think is really important is we have to be authentic with the American people about what weíre going to do and how weíre going to do it. And by the way, Colonel Vindman got thrown out of the White House, walked out. I think at the same time, he should have been pinning a medal on Vindman, and not on rush Limbaugh. And I think we should all stand and give Colonel Vindman a show of how much we supported him. Stand up and clap for Vindman. Get up there. Who we are. Thatís who we are. We are not what Trump is."
2020-02-07,Sanders,I wasnít able to hear that question.
2020-02-07,Klobuchar,"I like Bernie just fine. We actually have worked together on a number of things, including pharmaceuticals. We actually had a vote late at night one time, Klobuchar/ Sanders amendment to bring in less-"
2020-02-07,Sanders,I thought it was Sanders/Klobuchar?
2020-02-07,Klobuchar,"Nope, nope, nope, it was not, it was not. To bring in less expensive drugs from other countries, since in this great state of New Hampshire, like in Minnesota and Vermont, we can see Canada from our porch. And we ended up getting I think 14 Republican votes. And they might not have noticed what was happening late at night, but we got those. And I think that it is just an example of what we need to do here, because Iíve been listening to this discussion. I agree with my colleagues, we must unite, but the way that we unite is by having an optimistic economic agenda for America. That is what we must do, and that means taking on a president, if you want to talk about being tough enough to take him on."
2020-02-07,Klobuchar,"Taking on a president that literally went down to Mar-a-Lago after he signed that Republican tax bill, and looked at all his friends and said, ìYou just got a lot richer.î That is exhibit A for those carpenters in Pennsylvania, and those dairy farmers in Wisconsin, and those dock workers that I met with in Michigan. That is an exhibit A, and we have to be able to make the case to the working people of this country, some of whom voted for Donald Trump, that we have something better to offer. That we are going to take those incredibly regressive parts of that tax bill, and put that money into their childcare, into their healththere."
2020-02-07,Klobuchar,"That, I donít know. I know we did on that bill, but the point is, I think weíre better off with someone that has the receipts. Someone that has actually won big time with Republicans and independents, and Iím the only one up on this stage, you can check it out, that has consistently won in red congressional districts. Not once, not twice, but three times. And when I did this, I didnít just do it for me. I led a ticket. Iíve flipped the state house every single time, because I have a way of working with people, that I think should be valued here as we look at these candidates, and itís one of the reasons that I got the New York Times endorsement, along with Elizabeth, and that I got the endorsements of the three major papers here in New Hampshire, which is the Union Leader, the Seacoast papers, and the Keene Sentinel. I think that matters. Read those editorials, and you will get a sense of what Iím about."
2020-02-07,Sanders,"I must confess, I donít get too many newspaper editorial support. Must confess that."
2020-02-07,Klobuchar,"Well, you the Conway endorsement."
2020-02-07,Sanders,I did. Weíre very proud of that.
2020-02-07,Klobuchar,There we go.
2020-02-07,Sanders,"But, let me just say this. I think the question started off with Secretary Clintonís critique. I think, quite honestly, as we face one of the great political crises facing America, our job is to look forward and not back to 2016. And I hope that Secretary Clinton and all of us can come together, and move in that direction. Now, second of all, in terms of Republicans, let me sayÖ"
2020-02-07,Sanders,"-in that direction. Now, second of all, in terms of Republicans, let me say that in my own great state of Vermont, if my memory is correct, Amy, I got 25% of the Republican vote. And in fact, there were periods when I was in the House of Representatives, a number of years where I passed more amendments on the floor of the House in a bipartisan way than any other member of the House and that is when you bring people together on an issue. There are many conservative Republicans, for example, who are concerned about civil liberties, at least they used to be concerned about civil liberties. There are Republicans, as you know, who are concerned about the high cost of prescription drugs. There are ways that we can work with Republicans on issues where we have a common basis."
2020-02-07,Sanders,Letís do that.
2020-02-07,Buttigieg,"In the situation that we saw with President Trumpís decision, there is no evidence that that made our country safer. Look, I feel very strongly about the campaign of murder and mayhem that General Soleimani and his units have perpetrated. Itís also the case that if we learned nothing else from the war in Iraq, itís that taking out a bad guy is not a good idea if you do not know what you were doing. This president has moved us this much closer to the brink of war, but it didnít start with the Soleimani strike. It started with withdrawing us from the Iran nuclear deal that his own administration certified was working. And itís time for us to recognize that every time a step is taken that moves us to the brink of war, that has incredibly serious consequences for those who serve."
2020-02-07,Buttigieg,"By chance, just because I was traveling for the campaign, not long ago, I ran into somebody that I hadnít seen since we were both serving, hadnít seen since she was injured in an insider attack. And I saw her coming down the concourse in the airport wearing a Wounded Warrior Project tee shirt that said, ìSome assembly required.î And when I asked her how she was doing, she up her knee and tapped on the part of her leg that they couldnít save, tapped on the prosthetic and said the Navy had fixed her up just fine and then let me know that she was looking forward to an upcoming deployment."
2020-02-07,Buttigieg,"The people in our uniform will do whatever the United States requires of them. What they deserve in return is a president who will actually read the intelligence, pay attention to the international security situation, consult with our allies, keep US politics out of it, and never commit our troops to a situation where they would have to go into harmís way if there is an alternative."
2020-02-07,Buttigieg,"It depends on the circumstances. It depends if there was an alternative and it depends what the different effects would be. Thatís my point. This is not an episode of 24. This is a situation that requires that you actually evaluate the entire intelligence picture. This president has insulted the intelligence community, but they put their lives on the line to gather the information that will help a decision maker evaluate whether or not something like that is justified. And I donít think he even reads it."
2020-02-07,Buttigieg,"And here we have a situation where the world, that one of the most volatile places in the world has just become more dangerous at the hands of a president who has no regard for the military, not only punishing a war hero today with what he did to Colonel Vindman, but pardoning war criminals in a way that undermines the entire sense of good order and discipline and military honor. We deserve a better commander-in-chief."
2020-02-07,Biden,"No. And the reason I wouldnít have ordered the strike, there is no evidence yet of imminent threat that was going to come from him. Look what happened, his America First policies made America alone. You cannot think of a time, David, and as long as youíve been alive when NATO has said to the United States of America and to Iran, made a moral equivalence and said, both of you stand down. We are alone now, alone in that region of the world, without friends, without support, without allies."
2020-02-07,Biden,"And secondly, you saw what happened when that air raid, when those missiles were fired from Iran into Iraq at Al-Assad Airbase, 64 of our heroes were wounded. I donít know what I wouldíve done if my son were still there. I would have been so damn angry. I donít know what I wouldíve done. But hereís what happened, they had received traumatic brain injury. What did the president say? He said, ìheadaches,î ìnot bad,î ìHeadaches, thatís all they are.î This guy doesnít deserve to be commander- in-chief for one more day."
2020-02-07,Sanders,"Right. Look, here is the danger, David, there are very bad leaders all over the world. Kim Jong-un in North Korea is probably responsible for the death of hundreds of thousands of his people threatening all of Asia with nuclear weapons. You got Mohammad Bin Salman in Saudi Arabia who is a terrible murderer, who murdered Khashoggi in cold blood and dismembered his body. You have Putin in Russia who has been involved in political assassinations of his enemies. You got Xi in China who has put a million Muslims into concentration camps."
2020-02-07,Sanders,"You cannot go around saying youíre a bad guy, weíre going to assassinate you, and then youíre going to have, if that happens, youíre opening the door to international anarchy that every government in the world will then be subjected to attacks and assassination. What we have got to do, which Trump does not understand, is strengthen the State Department and our diplomatic capabilities, not just the military. What we have got to do is bring countries around the world together with our power and our wealth and say, you know what, let us sit down and work out our differences through debate and discussion at the UN, not through more and more war and the expenditures of trillions of dollars and the loss of God knows how many lives."
2020-02-07,Warren,"No. Look, I sit on the Senate Armed Services Committee, so I get the briefings from the generals on a regular basis. Iíve been to Afghanistan, to Iraq. Iíve been to Jordan. Iíve been throughout the region. Iíve been there with John McCain. Iíve been there with Lindsey Graham to ask the hard questions about whatís happening, to ask our generals, to ask their generals to ask people who are on the ground. And the bottom line is, nobody sees a solution to this war. Nobody can describe what winning looks like. All they can describe is endless war."
